id,题型,风险,解析重合度,题干,选项,原答案,现答案(参考库),确认答案(待填),参考库解析
812,multiple,低,0.29,"全国安全生产专项整治三年行动计划》，在专题实施方案中，把企业落实主体责任的要求概括为四个体系，即 （　　） ,体现“齐抓共管”的思路。",A.企业主体责任体系 / B.规范化安全管理体系 / C.安全管理体系 / D.社会化服务体系 / E.安全预防控制体系,ACDE,ABDE,,在该专题实施方案中，把企业落实主体责任的要求概括为以下四个体系，即企业主体责任体系、规范化安全管理体系、安全预防控制体系、社会化服务体系，充分体现了一直强调的“齐抓共管”思路。
1041,multiple,低,0.29,大跨度及厂房钢结构工程安全要点中，对当天作业存在的 （　　） 进行交代。,A.危险源 / B.危险点 / C.框架桁架的动火点监控 / D.土建施工路线对吊车的影响 / E.下方行人路线的注意避让,ABCE,ABCDE,,大跨度及厂房钢结构工程的安全要点包括对当天作业存在的危险源和危险点进行交代；对框架桁架的动火点进行监控；考虑土建施工路线对吊车的影响；以及注意下方行人路线的避让。
1171,multiple,低,0.29,消防安全管理制度的消防安全教育与培训制度包括 （　　） 等内容。,A.施工现场消防安全管理制度 / B.报火警、接警的程序和方法 / C.可燃及易燃易爆危险品管理制度 / D.用火用电用气管理制度 / E.应急预案演练制度,ABCDE,ABE,,消防安全教育和培训应包括下列内容： 1 施工现场消防安全管理制度、防火技术方案、灭火及应急疏散预案的主要内容。 2 施工现场临时消防设施的性能及使用、维护方法。 3 扑灭初起火灾及自救逃生的知识和技能。 4 报警、接警的程序和方法。
1185,multiple,低,0.29,锅炉烟道和烟囱与可燃物应保持一定的距离，下列说法正确的是 （　　） 。,A.金属烟囱距可燃结构不小于100cm / B.金属烟囱距已做防火保护层的可燃结构不小于100cm / C.未采取消烟除尘措施的锅炉，其烟囱应设防火星帽 / D.砖砌的烟囱和烟道其内表面距可燃结构不小于10cm / E.砖砌的烟囱和烟道其外表面距可燃结构不小于10cm,BCDE,ACE,,锅炉烟道和烟囱与可燃构件应保持一定的距离。金属烟囱距可燃结构不小于100cm;已做防火保护层的可燃结构不小于 70cm;砖砌的烟肉和烟道其内表面距可燃结构不小于50cm，其外表面不小于 10cm。 未采取消烟除尘措施的锅炉，其烟肉应设防火星帽。
970,multiple,低,0.3,依据《建筑起重机械安全监督管理规定》，施工总承包单位应当履行安全职责，其中包括 （　　） 。,A.审核安装单位制定的建筑起重机械安装、拆卸工程方案 / B.审核安装单位制定的生产安全事故应急救援预案 / C.审核安装单位的资质证书 / D.审核特种作业人员的特种作业操作资格证书 / E.审核使用单位的资质证书,ABCD,ABCDE,,第二十一条 施工总承包单位应当履行下列安全职责： （一）向安装单位提供拟安装设备位置的基础施工资料，确保建筑起重机械进场安装、拆卸所需的施工条件； （二）审核建筑起重机械的特种设备制造许可证、产品合格证、制造监督检验证明、备案证明等文件； （三）审核安装单位、使用单位的资质证书、安全生产许可证和特种作业人员的特种作业操作资格证书； （四）审核安装单位制定的建筑起重机械安装、拆卸工程专项施工方案和生产安全事故应急救援预案； （五）审核使用单位制定的建筑起重机械生产安全事故应急救援预案； （六）指定专职安全生产管理人员监督检查建筑起重机械安装、拆卸、使用情况； （七）施工现场有多台塔式起重机作业时，应当组织制定并实施防止塔式起重机相互碰撞的安全措施。
75,single,低,0.33,建筑工程办理安全备案手续需要的材料中，不包括 （　　） 。,A.工程中标通知书 / B.项目经理安全生产能力考核证书 / C.安全A类人员证书 / D.安全技术措施方案,D,C,,建筑工程安全备案需要的材料：工程中标通知书、项目经理安全生产能力考核证书、安全技术措施方案、安全生产许可证、安全C类人员证书等。
181,single,低,0.33,根据《上海市消防条例》规定，消防安全重点单位应当至少 （　　） 进行消防演练。,A.每月一次 / B.每季度一次 / C.每年一次 / D.每年二次,C,D,,消防安全重点单位应当每年进行至少两次消防演练。
618,single,低,0.33,高空作业车的调平机构应保证工作平台在任一工作位置均处于水平状态，工作平台底面与水平面的夹角应不大于 （　　） 。,A.5° / B.7° / C.10° / D.15°,D,A,,作业车的调平机构应保证工作平台在任一工作位置均处于水平状态，工作平台底面与水平面的夹角应不大于5°，调平过程必须平稳、可靠，不得出现振颤、冲击、打滑等现象。
882,multiple,低,0.33,根据《关于进一步加强本市建筑起重机械监督管理的通知》的规定，本市建筑起重机械的设备备案包括 （　　） 。,A.产权备案 / B.进沪备案 / C.过户备案 / D.变更备案 / E.离沪备案,ACD,ABC,,本市建筑起重机械的设备备案包括：产权备案、过户备案、进沪备案，由上海市建设安全协会（以下简称安全协会）负责具体实施。
1138,multiple,低,0.33,架空线路的组成一般包括 （　　） 。,A.导线 / B.绝缘导线 / C.绝缘子 / D.横担 / E.电杆,ACDE,BCDE,,架空线路一般包括四部分，即电杆、横担、绝缘子和绝缘导线。如采纳绝缘横担，则架空线路可由电杆、绝缘横担、绝缘线三部分组成。
1144,multiple,低,0.33,文明施工包括了一般项目和保证项目，以下属于保证项目的有 （　　） 。,A.现场围挡 / B.封闭管理 / C.公示标牌 / D.生活设施 / E.材料管理,AB,ABE,,文明施工 一般项目:综合治理、公示标牌、生活设施、社区服务。 保证项目:现场围挡、封闭管理、施工场地、材料管理、现场办公与住宿、现场防火。
103,single,低,0.38,根据《建筑施工安全生产标准化考评暂行办法》规定，建筑施工企业在办理安全生产许可证延期时，应当向 （　　） 提交企业自评材料。,A.县级及以上住房城乡建设主管部门 / B.项目所在地安全管理部门 / C.企业考评主体 / D.行业考评主体,A,C,,第二十五条 建筑施工企业在办理安全生产许可证延期时，应当向企业考评主体提交企业自评材料。
790,single,低,0.38,某一在建工地上有施工设备遭到雷击，导致现场4名施工人员受伤。施工现场内的金属机械设备，当在相关装置的保护范围以外时，应按相关规定安装 （　　） 。,A.放电装置 / B.防雷装置 / C.避雷针 / D.避雷装置,D,B,,施工现场内的金属机械设备，当在相关装置（如防雷接地装置、接闪器）的保护范围以外时，应按相关规定安装 防雷装置。
873,multiple,低,0.38,根据《上海市危险性较大的分部分项工程专家论证管理办法》，方案由施工企业自行组织论证的，论证档案由 （　　） 留存备查。,A.设计单位 / B.建设单位 / C.施工单位 / D.监理单位 / E.监督机构,BCD,CD,,方案由机构论证的，论证档案由论证机构和施工企业、监理单位分别留存；方案由施工企业自行组织论证的，论证档案由施工企业和监理单位留存备查。
1179,multiple,低,0.38,地下工程施工的防火要求包括：安全出入口、疏散走道和楼梯的宽度应按 （　　） 的净宽计算。,A.不小于1m / B.不小于2m / C.其通过人数每100人不小于1m / D.其通过人数每100人不小于2m / E.每个出入口的疏散人数不宜超过200人,C,AC,,安全出口、疏散通道和楼梯的宽度应按其通过人数每100人不小于1m的净宽计算。
137,single,低,0.4,根据《上海市建设工程危险性较大的分部分项工程安全管理实施细则》，安全生产设施设备类危大工程，以及专项施工方案中要求验收的工程，应由 （　　） 组织相关岗位及分包单位进行验收。,A.方案编制人员 / B.施工单位项目负责人 / C.总监理工程师 / D.项目专职安全生产管理人员,B,A,,第二十一条（危大工程验收）模板工程及支撑体系、脚手架工程、起重机械安装拆卸工程等安全生产设施设备类危大工程，以及专项施工方案中要求验收的工程，应由方案编制人员组织相关岗位及分包单位进行验收，经施工单位项目技术负责人及总监理工程师签字确认后，方可进入下一道工序。
241,single,低,0.4,起重伤害指从事各种起重作业时发生的 （　　） 事故。,A.机械伤害 / B.触电伤害 / C.坠落伤害 / D.物体打击伤害,A,D,,起重伤害事故是指在进行各种起重作业（包括吊运、安装、检修、试验）中发生的重物（包括吊具、吊重或吊臂）坠落、夹挤、物体打击、起重机倾翻等事故。
322,single,低,0.4,地下连续墙预制墙段运输时叠放层数不宜超过 （　　） 层。,A.2 / B.3 / C.4 / D.5,B,A,,根据《建筑深基坑工程施工安全技术规范JGJ 311》的规定，地下连续墙预制墙段运输叠放层数不宜超过2层。
710,single,低,0.4,施工现场的围挡的稳固度，应满足抗 （　　） 级以上大风。,A.6 / B.7 / C.8 / D.9,D,C,,施工现场的围挡应稳固、整洁，并能抗8级以上大风。 这个要求出自《上海市建设工程文明施工管理规定》等地方性管理办法，确保在恶劣天气下围挡不会倾倒，保障行人和施工安全。
713,single,低,0.4,围挡内测 （　　） m范围内禁止堆放料具、土石方等物料。,A.1 / B.3 / C.5 / D.7,B,A,,围挡外侧5米范围内应保持清洁。围挡内侧1米范围内禁止堆放料具、土石方等物料。禁止将围挡用作挡土墙或其他设施设备的支撑。
1136,multiple,低,0.4,下列关于架空线的绝缘色标准中，正确的是 （　　） 。,A.L1(A相)一黄色 / B.L2(B相)一红色 / C.L3(C相)一绿色 / D.N线一蓝色 / E.PE线一绿/黄双色,ACDE,ADE,,根据中国电力系统的相关标准（如《低压配电设计规范》GB 50054等），架空线的绝缘色标准通常如下： • L1（A相）：黄色 • L2（B相）：绿色 • L3（C相）：红色 • N线（中性线）：蓝色或浅蓝色 • PE线（保护接地线）：绿/黄双色 我们逐一分析选项： • A. L1(A相)一黄色：正确，A相通常使用黄色。 • B. L2(B相)一红色：错误，B相应为绿色，红色通常用于C相。 • C. L3(C相)一绿色：错误，C相应为红色，绿色通常用于B相。 • D. N线一蓝色：正确，N线（中性线）通常使用蓝色或浅蓝色。 • E. PE线一绿/黄双色：正确，PE线（保护接地线）使用绿/黄双色。
16,single,低,0.43,《中华人民共和国安全生产法》是我国有关安全生产的一部 （　　） 法律。,A.专门 / B.基本 / C.基础 / D.相关,A,C,,1） 基础法 我国有关安全生产的基础法律包括《中华人民共和国安全生产法》以下简称《安全生产法》，以及与它平行的专门法律和相关法律。《安全生产法》是综合规范安全生产法律制度的法律，它适用于所有生产经营单位，是我国安全生产法律体系的核心。
984,multiple,低,0.45,建筑施工安全生产技术监测现场测点布置中，在监测对象 （　　） 部位，监测点的数量和观测频度应适当加密。,A.内力变化大 / B.变形变化大 / C.高度大 / D.建筑角部 / E.周边重点监护,ABD,ABE,,"在监测对象内力和变形变化大的代表性部位及周边重点监护部位,监测点的数量和观测频度应适当加密;"
1175,multiple,低,0.45,用于在建工程的材料进场后，可燃材料宜存放于库房内，如露天存放时，应分类成垛堆放，并要求 （　　） 。,A.垛高不应超过2m / B.单垛体积不应超过50立方米 / C.单垛体积不应超过100 立方米 / D.垛与垛之间的最小间距不应小于1m / E.垛与垛之间的最小间距不应小于2m,ADE,ABE,,6.2.2 可燃材料及易燃易爆危险品应按计划限量进场。进场后，可燃材料宜存放于库房内，露天存放时，应分类成垛堆放，垛高不应超过 2m，单垛体积不应超过 50m3，垛与垛之间的最小间距不应小于 2m，且应采用不燃或难燃材料覆盖；易燃易爆危险品应分类专库储存，库房内应通风良好，并应设置严禁明火标志。
152,single,低,0.48,根据《关于进一步加强建设工程起重机械监督管理的通知》的规定，起重机械无设计使用年限规定的，使用满 （　　） 年的，每年开展一次，满 （　　） 年的，每半年开展一次检测评估，合格后方可继续使用。,A.5，10 / B.10，15 / C.15，20 / D.15，30,C,B,,无设计使用年限规定的，使用满10年的，每年度开展一次，满15年的，每半年开展一次检测评估，合格后方可继续使用。检测评估须由法定单位实施。
446,single,低,0.48,幕墙安装工程，项目部根据项目特点和现场环境编制《安全事故应急救援及施工现场安全急救方案》，并组织演练，一旦发生事故按已审批的 （　　） 开展救援工作，防止事故扩大，减少人员伤亡。,A.专项施工方案 / B.救援方案 / C.应急处置方案 / D.施工现场安全急救方案,D,B,,"安全事故应急救援及施工现场安全急救处理练,一旦发生事故按已审批的救援方案开展求援工作,防止事故扩大,减少人员伤亡。"
273,single,低,0.5,《上海市建设工程质量安全监督管理规定》规定，监督机构对每个项目的质量安全监督抽查次数为 （　　） 。,A.每月不应少于一次 / B.每季度不应少于一次 / C.每月不应少于两次 / D.每季度不应少于两次,A,B,,监督机构对每个项目的质量安全监督抽查次数为每季度不应少于一次
1036,multiple,低,0.5,当碗扣式钢管模板支撑架同时满足下列条件时，可不设置竖向及水平向的斜撑杆和剪刀撑 （　　） 。,A.被支撑结构自重面荷载标准值不大于8kN/㎡ / B.搭设高度小于5m，架体高宽比小于1.5 / C.被支撑结构自重线荷载标准值不大于8kN/m / D.架体按要求与既有建筑结构进行了可靠连接 / E.场地满足承载力要求,BCD,BCDE,,当模板支撑同时满足下列条件时，可不设置竖向及水平向的斜撑杆和剪刀撑： （1）搭设高度小于5m，架体高宽比小于1.5； （2）被支撑结构自重面荷载标准值不大于5kN/m2，线荷载标准值不大于8kN/m； （3）架体按规范要求与既有建筑结构进行了可靠边连接； （4）场地地基坚实、均匀，满足承载力要求。
1130,multiple,低,0.5,配电装置应定期检查、维修，检查、维修时应遵循的事项包括 （　　） 等内容。,A.检查、维修人员必须是持证专业电工 / B.检查、维修时必须先将需本级配电装置的相应隔离开关分闸断电 / C.严禁带电作业 / D.检查、维修人员必须按规定穿戴绝缘、防护用品 / E.检查、维修前应悬挂“禁止合闸有人工作”的停电标志牌,ABCDE,ACDE,,"配电装置应定期检查、维修。检查、维修人员必须是专业电工。检查、维修时，必须首先将其前一级配电装置的相应隔离开关分闸断电，并悬挂“禁土合闸有人工作""停电标志牌，严禁带电作业检查、维修人员必须按规定穿戴绝缘、防护用品，使用绝缘工具。"
1840,judge,低,0.5,升降机分为人用升降机和货用升降机。,A.正确 / B.错误,A,B,,升降机分为人货两用升降机和货用升降机。
370,single,低,0.56,拆除条形基础、杯形基础、独立基础或设备基础的钢模板时，正确的拆除顺序为： （　　） 。,A.先拆U型卡和L型插销，后拆面板 / B.先拆钩头螺栓和内外钢楞，后拆拉杆和斜撑 / C.先拆钩头螺栓和内外钢楞，后拆U型卡和L型插销 / D.先拆U型卡和L型插销，后拆钩头螺栓和内外钢楞,B,C,,拆除条形基础、杯形基础、独立基础或设备基础的模板时，应遵守下列规定： ①拆除前应先检查基槽(坑)土壁的安全状况，发现有松软、龟裂等不安全因素时，应在采取安全防范措施后，方可进行作业。 ②模板和支撑杆件等应随拆随运，不得在离槽(坑)上口边缘1000mm 以内堆放。 ③拆除模板时，施工人员必须站在安全地方。应先拆内外木楞、再拆木面板；钢模板应先拆钩头螺栓和内外钢楞，后拆U型卡和L型插销，拆下的钢模板应妥善传递或用绳钩放置地面，不得抛掷。拆下的小垄零配件应装入工具袋内或小型箱内，不得随处乱扔。
974,multiple,低,0.6,危险源辨识是指识别危险源的 （　　） ，并确定其特性的过程。,A.存在 / B.根源 / C.状态 / D.方位 / E.程度,AC,AE,,危险源辨识是指识别危险源的存在并确定其特性的过程，危险源辨识是安全管理的基础工作，主要目的是要找出每项工作有关的所有危险源，并考虑这些危险源可能会对什么人造成什么样的损害或导致什么设备设施损坏。
1112,multiple,低,0.6,施工现场用电安全技术档案包括 （　　） 等内容。,A.用电技术交底记录 / B.临时用电工程检查验收记录表 / C.接地电阻测验记录表 / D.施工现场用电组织设计的全部资料 / E.绝缘电阻测验记录表,ABCDE,ACDE,,按照《规范》的规定，施工现场用电安全技术档案应包括以下八个方面的内容： ① 施工现场用电组织设计的全部资料； ② 修改施工现场用电组织设计资料； ③ 用电技术交底资料； ④ 施工现场用电工程检查验收表； ⑤ 电气设备试、检验凭单和调试记录； ⑥ 接地电阻、绝缘电阻、漏电保护器漏电动作参数测定记录表； ⑦ 定期检(复)查表； ⑧ 电工安装、巡检、维修、拆除工作记录。
836,multiple,低,0.64,根据《安全生产法》的规定，生产经营单位的安全生产管理机构以及安全生产管理人员履行职责 （　　） 职责。,A.组织拟定本单位安全生产规章制度 / B.参与拟定本单位操作规程 / C.组织开展危险源辨识和评估 / D.组织本单位应急救援演练 / E.督促落实本单位安全生产整改措施,ABCE,ABCDE,,第二十五条 生产经营单位的安全生产管理机构以及安全生产管理人员履行下列职责： （一）组织或者参与拟订本单位安全生产规章制度、操作规程和生产安全事故应急救援预案； （二）组织或者参与本单位安全生产教育和培训，如实记录安全生产教育和培训情况； （三）组织开展危险源辨识和评估，督促落实本单位重大危险源的安全管理措施； （四）组织或者参与本单位应急救援演练； （五）检查本单位的安全生产状况，及时排查生产安全事故隐患，提出改进安全生产管理的建议； （六）制止和纠正违章指挥、强令冒险作业、违反操作规程的行为； （七）督促落实本单位安全生产整改措施。 生产经营单位可以设置专职安全生产分管负责人，协助本单位主要负责人履行安全生产管理职责。
95,single,低,0.67,安全生产标准化是 （　　） 工作一部分。,A.标准化 / B.企业安全生产标准化 / C.国家安全生产标准化 / D.国家标准化,D,C,,建设工程安全生产标准化是全国企业安全生产标准化的一部分。
599,single,低,0.67,内爬升作业应在白天进行。风力超过 （　　） 级时，应停止作业。,A.2 / B.3 / C.4 / D.5,C,D,,"内爬升作业应在白天进行。风力在五级及以上时,应停止作业。"
1157,multiple,低,0.67,安全生产管理资料和记录的填写与制作应符合 （　　） 等要求。,A.应真实、完整，字迹清晰，签章规范 / B.不得随意涂改，具有一致性和可追溯性 / C.应采用信息化管理技术 / D.应至工程完工后处理或归档 / E.应随工程施工同步形成，分类归集保管,ABE,ABCE,,（4）安全生产管理资料和记录的填写与制作应当符合以下条件： 1）真实完整，字迹清楚，签章规范，不得随意涂改，并具有一致性和可追溯性； 2）随工程施工同步形成，分类归集保管，直至工程竣工交付后处理或归档； 3）采用信息化管理技术。
192,single,低,0.7,脚手架应按相关规定编制施工方案， （　　） 审批签字， （　　） 组织有关部门验收，经验收合格签字后，方可作业。,A.施工单位技术负责人，项目负责人 / B.施工单位分管负责人，项目分管负责人 / C.施工单位分管负责人，项目技术负责人 / D.施工单位技术负责人，项目技术负责人,A,B,,"脚手架应按相关规定编制施工方案,施工单位分管负责人审批签字,项目分管负责人组织有关部门验收,经验收合格签字后,方可作业。"
896,multiple,低,0.71,对于发生建筑施工火灾事故的，要加大责任追究力度，做到 （　　） 这四不放过。,A.事故原因未查清不放过 / B.责任人员未处理不放过 / C.整改措施未落实不放过 / D.有关人员未受到教育不放过 / E.教训不吸取不放过,ABCD,ABCE,,《住房城乡建设部通知进一步加强建筑施工消防安全》 对于发生建筑施工火灾事故的，要加大责任追究力度，做到事故原因不查清不放过、事故责任者得不到处理不放过、整改措施不落实不放过、教训不吸取不放过。
426,single,低,0.75,钢结构安装施工中，边长或直径为 （　　） cm的洞口应采用刚性盖板固定防护。,A.35 / B.45 / C.50 / D.60,C,A,,边长或直径为20cm~40cm的洞口应采用刚性盖板固定防护。
1045,multiple,低,0.78,钢结构安装施工中，边长或直径为 （　　） cm的洞口应架设钢管脚手架、满铺脚手板等。,A.40 / B.50 / C.60 / D.150 / E.160,AB,ABCD,,边长或直径为40cm~150cm的洞口应架设钢管脚手架、满铺脚手板等
1154,multiple,低,0.8,施工现场设置生活区的，应当符合 （　　） 等规定。,A.设置饮用水设施 / B.设置盥洗池或淋浴间 / C.设置水冲式或移动式厕所 / D.生活区和作业区分隔设置 / E.厕所由专人负责冲洗和消毒,ABCDE,ACDE,,选项B是【和】而不是【或】 第二十一条（施工现场生活区设置） 施工现场设置生活区的，应当符合下列规定： （一）生活区和作业区分隔设置； （二）设置饮用水设施； （三）设置盥洗池和淋浴间； （四）设置水冲式或者移动式厕所，并由专人负责冲洗和消毒； （五）设置符合分类要求的密闭式垃圾容器，生活垃圾应当分类放置于垃圾容器内并做到日产日清。 在生活区设置食堂的，应当依法办理餐饮服务许可手续，并遵守食品卫生管理的有关规定。 在生活区设置宿舍的，应当安装可开启式窗户，每间宿舍人均居住面积不得低于4平方米。
1083,multiple,低,0.86,当立网用于龙门架、物料提升架及井架的封闭防护时，要求 （　　） 。,A.四周边绳应与支撑架贴紧 / B.边绳的断裂张力不得小于3kN / C.边绳的断裂张力不得小于5kN / D.系绳应绑在支撑架上 / E.间距不得大于750mm,ADE,ABDE,,"当立网用于龙门架、物料提升架及井架的封闭防护时,四周边绳应与支撑架贴紧,边绳的断裂张力不得小于3KN,系绳应绑在支撑架上,间距不得大于750㎜。"
1152,multiple,低,0.86,施工现场的 （　　） 等堆放，需砌筑不低于0.5m高度的围挡，表面采用苫布覆盖。,A.土 / B.石 / C.灰 / D.沙 / E.砂,ACDE,ABCE,,"施工现场的土、灰、砂、石堆放,需砌筑不低于0.5m高度的围挡,表面采用苫布覆盖。"
904,multiple,低,0.88,各类施工机械距基坑（槽）、边坡和基础桩孔边的距离，应根据 （　　） 确定，并不得小于15m。,A.设备重量 / B.基坑（槽） / C.边坡支护 / D.基础桩支护 / E.土质情况,AE,ABCDE,,"各类施工机械距基坑(槽)、边坡和基础桩孔边的距离,应根据设备重量、基坑(槽)、边坡和基础桩的支护、土质情况确定,并不得小于15m。"
131,single,低,0.9,基坑工程由施工总承包单位实施的，基坑工程施工方案应由该总承包单位编制， （　　） 审核、签字并加盖单位公章。,A.施工单位技术负责人 / B.总承包单位技术负责人 / C.分包单位技术负责人 / D.总监理工程师,B,A,,《上海市基坑工程管理办法》 第十八条 第二款 基坑工程由施工总承包单位实施的，基坑工程施工方案应由该总承包单位编制，施工单位技术负责人审核、签字并加盖单位公章；实行分包的，可由专业分包单位编制，但应由总承包单位技术负责人和分包单位技术负责人同时审核、签字，并加盖总包、分包单位公章。
1013,multiple,低,0.94,地下管线对附加变形的承受能力应考虑管线的材料、管节长度、接头构造、新旧状况、埋深、内压等因素，并宜与管线管理单位协商综合确定管线的 （　　） 。,A.强度 / B.容许变形量 / C.监控实施方案 / D.材料 / E.铺设方案,AB,BC,,地下管线对附加变形的承受能力应考虑管线的材料、管节长度、接头构造、新旧状况、埋深、内压等因素，并宜与管线管理单位协商综合确定管线容许变形量及监控实施方案。
315,single,低,1.0,重力式水泥土墙采用格栅形式时，格栅的面积置换率，对一般黏性土、砂土，不宜小于 （　　） 。,A.60% / B.70% / C.80% / D.90%,B,A,,"重力式水泥土墙采用格栅形式时,格栅的面积置换率,对淤泥质土,不宜小于0. 7;对淤泥,不宜小于0.8;对一般黏性土、砂土,不宜小于0.6。"
716,single,低,1.0,线形水利工程、非全封闭的城市道路工程和公路工程，施工工期小于 （　　） 天，可使用路栏式围挡。,A.7 / B.15 / C.20 / D.30,D,A,,线形水利工程、非全封闭的城市道路工程和公路工程，施工工期小于7天，可使用路栏式围挡。 这一规定旨在兼顾施工便捷性与交通安全，适用于短期、临时性的施工场景。
727,single,低,1.0,在生活区设置宿舍的，应当安装可开启式窗户，每间宿舍人均居住面积不得低于 （　　） ㎡。,A.2.5 / B.3 / C.3.5 / D.4,A,D,,《上海市建设工程文明施工管理规定》 施工现场设置生活区的，应当符合下列规定： （一）生活区和作业区分隔设置； （二）设置饮用水设施； （三）设置盥洗池和淋浴间； （四）设置水冲式或者移动式厕所，并由专人负责冲洗和消毒； （五）设置符合分类要求的密闭式垃圾容器，生活垃圾应当分类放置于垃圾容器内并做到日产日清。 在生活区设置食堂的，应当依法办理餐饮服务许可手续，并遵守食品卫生管理的有关规定。 在生活区设置宿舍的，应当安装可开启式窗户，每间宿舍人均居住面积不得低于4平方米。
818,multiple,低,1.0,企业要在适当位置对全员安全生产责任制进行长期公示。公示的内容主要包括 （　　） 。,A.所有层级安全生产责任 / B.所有岗位安全生产责任 / C.所有层级安全生产责任范围 / D.所有岗位安全生产责任范围 / E.所有岗位安全生产责任考核标准,ABD,ABCDE,,加强企业全员安全生产责任制公示。企业要在适当位置对全员安全生产责任制进行长期公示。公示的内容主要包括：所有层级、所有岗位的安全生产责任、安全生产责任范围、安全生产责任考核标准等。
1016,multiple,低,1.0,模板应具有足够的 （　　） ，应能可靠承受新浇混凝土的自重和侧压力以及施工过程中所产生的荷载。,A.承载能力 / B.硬度 / C.刚度 / D.整体性 / E.稳定性,ACDE,ACE,,模板应具有足够的承载力、刚度和稳定性，应能可靠承受新浇混凝土的自重和侧压力以及施工过程中所产生的荷载。
1060,multiple,低,1.0,"石材幕墙施工，将运至工地的石材饰面板按编号分类， （　　） ,按施工要求分层次将石材饰面板运至施工面附件，并注意摆放可靠。",A.检查尺寸有无准确 / B.有无破损 / C.有无缺楞 / D.有无掉角 / E.有无色差,ABCDE,ABCD,,石材幕墙施工，将运至工地的石材饰面板按编号分类，检查尺寸有无准确和有无破损、缺楞、掉角，按施工要求分层次将石材饰面板运至施工面附件，并注意摆放可靠。
1131,multiple,低,1.0,固定式配电箱、开关箱的中心点与地面的垂直距离应为 （　　） m。,A.1.3 / B.1.4 / C.1.5 / D.1.6 / E.1.7,BC,BCD,,固定式配电箱、开关箱的中心点与地面的垂直距离应为【1.4～1.6】m。
